,Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Cost
1534,0.28,33.0,14.0,25947.0,130.19,47.99,785.71
1535,0.65,11.0,8.0,2864.0,3.31,12.02,218.75
1536,0.41,19.0,7.0,389.0,4.32,23.91,257.86
1537,0.91,6.0,4.0,2718.0,30.13,21.54,631.84
1538,0.59,39.0,24.0,114056.0,406.46,66.06,4869.97
1539,0.35,12.0,8.0,111.0,5.26,11.97,168.01
1540,0.69,19.0,8.0,59541.0,485.66,85.74,3713.66
1541,0.45,12.0,8.0,84.0,6.31,19.05,130.25
1542,0.6,21.0,8.0,1140.0,3.88,10.53,223.28
1543,0.23,19.0,8.0,308.0,5.28,21.19,176.81
1544,0.07,12.0,6.0,5982.5,5.07,12.76,156.12
1545,0.49,35.0,13.0,587.0,5.57,10.95,249.61
1546,0.58,6.0,5.0,51.0,3.16,19.03,194.78
1547,0.92,22.0,10.0,337175.0,2797.21,56.87,8074.06
1548,0.13,25.0,14.0,11898.0,6.55,34.11,219.71
1549,0.79,5.0,4.0,237.0,5.22,18.88,322.54
1550,0.41,6.0,5.0,450.0,3.59,22.49,219.31
1551,0.61,22.0,8.0,374425.0,2167.1,71.65,11967.64
1552,0.54,29.0,20.0,221082.0,25046.64,36.35,64425.76
1553,0.09,13.0,8.0,8066.0,5.07,11.16,155.08
1554,0.45,17.0,8.0,1374.0,6.03,16.4,265.84
1555,0.84,27.0,8.0,558309.0,912.53,55.98,149127.98
1556,0.33,4.0,3.0,8066.0,4.29,17.04,144.57
1557,0.9,45.0,21.0,5131637.0,12789.24,83.26,36038.35
1558,0.33,29.0,8.0,2264.0,4.28,10.77,193.5
1559,0.45,19.0,15.0,10603.0,24.76,80.3,766.33
1560,0.24,23.0,14.0,7548.0,21.82,90.72,691.24
1561,0.52,24.0,6.0,199913.0,778.91,96.93,8733.24
1562,0.35,40.0,26.0,27779.0,83.42,37.31,1287.7
1563,0.55,7.0,5.0,280.0,3.22,19.98,243.34
1564,0.03,40.0,25.0,7454.0,18.78,96.62,461.16
1565,0.45,7.0,5.0,627.0,4.0,20.07,380.87
1566,0.63,46.0,26.0,6107028.0,24123.24,98.96,116210.65
1567,0.54,24.0,11.0,483660.0,1070.34,79.13,3836.07
1568,0.22,8.0,5.0,51.0,5.66,24.99,179.38
1569,0.41,10.0,5.0,93.0,4.31,17.43,186.95
1570,0.62,31.0,11.0,405792.0,1197.93,61.29,6290.38
1571,0.22,38.0,8.0,657776.0,993.26,42.27,4624.62
1572,0.82,20.0,16.0,86578.0,261.02,52.13,2778.68
1573,0.1,17.0,6.0,55632.0,234.87,34.46,903.58
1574,0.2,19.0,7.0,1632.0,4.39,21.62,225.64
1575,0.89,31.0,17.0,61523.0,396.42,51.17,3829.5
1576,0.55,5.0,5.0,192.0,6.27,12.02,173.51
1577,0.71,7.0,5.0,646.0,4.57,17.17,358.12
1578,0.6,25.0,12.0,1284485.0,7232.36,36.1,269577.97
1579,0.58,6.0,4.0,42.0,6.66,15.34,201.72
1580,0.35,27.0,15.0,342.0,5.43,18.98,234.87
1581,0.55,9.0,4.0,8782.0,6.9,67.19,768.08
1582,0.94,15.0,8.0,982.0,5.15,13.53,529.85
1583,0.45,4.0,4.0,151.0,6.71,22.73,363.27
1584,0.17,28.0,16.0,32588.0,77.43,90.5,1049.19
1585,0.61,8.0,5.0,9736.0,10.69,71.3,784.16
1586,0.71,52.0,15.0,8227855.0,61427.23,30.86,968437.07
1587,0.6,56.0,34.0,26793635.0,47062.62,95.25,1163684.22
1588,0.66,42.0,29.0,44587296.0,114355.43,97.53,486211.79
1589,0.63,37.0,8.0,854.0,4.27,23.12,541.67
1590,0.54,11.0,7.0,252.0,5.69,13.52,219.35
1591,0.76,18.0,10.0,2770.0,23.68,15.29,451.09
1592,0.45,8.0,5.0,81.0,5.2,10.61,184.75
1593,0.56,9.0,5.0,1615.0,5.32,24.74,318.34
1594,0.55,15.0,7.0,110.0,4.75,14.85,230.1
1595,0.89,17.0,8.0,65593.0,69.76,99.81,4300.05
1596,0.17,43.0,9.0,12382.0,17.73,81.38,523.58
1597,0.27,9.0,5.0,220.0,3.06,19.5,184.02
1598,0.09,49.0,31.0,664.0,5.12,78.74,473.39
1599,0.5,25.0,10.0,251.0,3.14,21.73,307.91
1600,0.54,28.0,14.0,29873.0,17.14,82.1,1053.9
1601,0.45,18.0,8.0,3232.0,202.12,82.25,1901.55
1602,0.9,8.0,4.0,44.0,6.22,10.9,427.45
1603,0.3,31.0,17.0,115395.0,5032.72,67.5,18588.65
1604,0.11,7.0,5.0,112.0,6.95,14.71,123.87
1605,0.69,11.0,8.0,827.0,6.22,20.2,414.44
1606,0.1,26.0,13.0,221082.0,241.24,75.79,1433.94
1607,0.22,20.0,9.0,182870.0,407.14,32.72,1802.73
1608,0.67,17.0,9.0,8069.0,38.13,97.67,1630.05
1609,0.84,18.0,6.0,49418.0,384.12,51.76,3142.27
1610,0.7,23.0,12.0,469.0,5.69,13.55,375.22
1611,0.92,12.0,8.0,86.0,5.44,23.41,625.62
1612,0.08,8.0,8.0,59.0,4.23,10.43,108.4
1613,0.42,13.0,7.0,319.0,3.9,19.17,203.96
1614,0.57,20.0,8.0,472.0,3.92,20.26,288.01
1615,0.33,11.0,7.0,88.0,4.0,19.9,166.87
1616,0.15,5.0,4.0,69.0,4.1,10.23,102.37
1617,0.28,9.0,5.0,48.0,5.05,15.75,146.42
1618,0.29,6.0,5.0,197.0,3.53,22.42,244.9
1619,0.29,20.0,6.0,8066.0,3.26,14.72,300.64
1620,0.34,7.0,5.0,99.0,5.04,17.86,164.45
1621,0.39,5.0,8.0,2006.0,6.06,14.17,273.04
1622,0.63,12.0,6.0,272.0,6.05,18.01,316.08
1623,0.16,29.0,8.0,228818.0,694.44,72.78,1858.72
1624,0.14,29.0,14.0,5602.0,14.95,83.9,522.07
1625,0.07,17.0,8.0,5220.0,6.46,44.66,302.3
1626,0.76,20.0,12.0,310154.0,284.11,49.22,2225.79
1627,0.3,36.0,20.0,50259.0,68.51,74.32,1260.39
1628,0.56,4.0,3.0,78.0,6.4,12.62,205.2
1629,0.23,21.0,12.0,5982.5,21.19,42.28,385.28
1630,0.75,27.0,12.0,923.0,9.48,10.88,1290.56
1631,0.45,28.0,14.0,4267.0,6.7,11.97,177.95
1632,0.45,33.0,24.0,1373.0,6.82,24.63,400.49
1633,0.08,38.0,16.0,2123.0,5.96,11.1,136.08
1634,0.2,12.0,7.0,406.0,6.38,11.63,148.28
1635,0.75,29.0,8.0,366.0,5.86,24.64,758.0
1636,0.16,24.0,14.0,4123.0,12.13,20.24,199.2
1637,0.01,20.0,12.0,2192.0,6.97,16.31,156.49
1638,0.17,22.0,13.0,1298546.0,2672.81,34.45,14020.39
1639,0.45,20.0,11.0,2821.0,10.47,18.84,410.32
1640,0.31,15.0,8.0,189.0,4.51,17.02,166.38
1641,0.2,27.0,13.0,1084068.0,4545.04,62.58,10533.77
1642,0.45,37.0,10.0,515049.0,2001.4,60.36,5326.3
1643,0.45,51.0,24.0,146762.0,468.68,82.02,2619.9
1644,0.18,39.0,20.0,44914.0,84.26,74.78,833.5
1645,0.7,33.0,10.0,27633.0,97.91,66.81,8312.91
1646,0.22,17.0,11.0,6681.0,20.58,36.7,309.69
1647,0.35,26.0,11.0,1802.0,8.4,19.51,244.8
1648,0.81,11.0,8.0,1885.0,5.91,17.32,498.21
1649,0.7,14.0,6.0,3168.0,15.0,19.57,340.48
1650,0.31,20.0,8.0,70492.0,189.19,73.92,759.72
1651,0.46,18.0,8.0,101218.0,223.17,62.93,1082.22
1652,0.18,6.0,4.0,115395.0,6.65,17.39,189.6
1653,0.63,33.0,7.0,596.0,5.84,18.0,464.77
1654,0.76,12.0,7.0,569.0,5.62,17.33,407.84
1655,0.56,29.0,12.0,921887.0,2216.32,64.94,19184.06
1656,0.45,27.0,8.0,10095.0,43.05,86.32,574.67
1657,0.07,15.0,7.0,3746.0,6.52,14.81,175.43
1658,0.45,20.0,12.0,182528.0,505.52,96.31,21325.96
1659,0.39,13.0,8.0,251.0,6.04,19.41,256.05
1660,0.69,27.0,8.0,1768.0,5.12,24.56,581.21
1661,0.56,42.0,19.0,1505.0,6.37,11.69,297.9
1662,0.23,18.0,8.0,88937.0,67.76,47.78,594.73
1663,0.25,11.0,7.0,1197.0,3.66,18.64,214.78
1664,0.41,47.0,8.0,2030.0,5.31,13.0,210.62
1665,0.05,30.0,7.0,255757.0,758.46,81.98,1672.75
1666,0.22,8.0,4.0,91.0,3.18,10.85,108.52
1667,0.5,11.0,7.0,51594.0,53.85,95.27,2004.0
1668,0.21,13.0,6.0,251.0,6.19,24.15,162.37
1669,0.45,28.0,14.0,1027336.0,1719.55,77.68,17169.22
1670,0.29,19.0,8.0,8066.0,19.13,15.14,202.15
1671,0.16,41.0,16.0,2823.0,5.05,16.64,190.46
1672,0.45,9.0,5.0,161.0,5.35,20.95,251.03
1673,0.53,20.0,6.0,6144.0,24.76,67.36,773.93
1674,0.01,13.0,6.0,1913.0,5.9,20.78,136.65
1675,0.68,34.0,25.0,7472933.0,37696.04,70.43,184247.28
1676,0.85,36.0,8.0,19543.0,31.32,85.92,2847.12
1677,0.19,24.0,12.0,21122.0,97.98,80.05,958.73
1678,0.34,20.0,20.0,221082.0,2555.78,48.36,11690.72
1679,0.08,19.0,16.0,8192.0,23.84,33.46,309.44
1680,0.68,23.0,21.0,36002.0,72.87,99.47,4193.39
1681,0.64,26.0,6.0,1430.0,8.69,22.07,860.64
1682,0.47,15.0,8.0,239.0,4.85,20.82,271.46
1683,0.12,7.0,5.0,5982.5,6.39,22.09,182.29
1684,0.68,20.0,8.0,16283.0,94.84,40.19,6103.28
1685,0.01,23.0,11.0,575.0,3.39,24.05,143.23
1686,0.24,4.0,4.0,234.0,4.49,12.6,172.37
1687,0.3,20.0,10.0,288400.0,1242.04,99.16,2772.61
1688,0.96,12.0,7.0,30870.0,308.33,44.56,3408.5
1689,0.26,20.0,10.0,958.0,3.75,22.36,178.24
1690,0.29,26.0,12.0,629.0,5.59,11.15,151.88
1691,0.57,4.0,4.0,13.0,6.58,14.92,174.75
1692,0.61,17.0,10.0,995.0,5.9,23.21,396.88
1693,0.75,30.0,12.0,3155.0,7.75,21.02,899.66
1694,0.2,3.0,2.0,3232.0,4.69,18.32,128.34
1695,0.65,40.0,26.0,18169592.0,162583.13,77.98,842297.67
1696,0.31,20.0,4.0,237.0,3.52,24.94,180.14
1697,0.46,13.0,6.0,300.0,5.21,22.16,341.44
1698,0.45,22.0,8.0,1843.0,3.56,14.35,180.03
1699,0.12,32.0,8.0,28817.0,71.9,58.97,617.43
1700,0.64,10.0,4.0,5982.5,5.32,14.3,272.57
1701,0.43,29.0,13.0,1455.0,6.89,20.55,305.19
1702,0.36,21.0,10.0,251.0,5.87,19.52,300.57
1703,0.49,29.0,8.0,7991.0,18.89,54.2,753.74
1704,0.37,20.0,16.0,680.0,6.06,20.7,265.89
1705,0.33,18.0,8.0,7082.0,21.01,32.12,324.37
1706,0.03,19.0,6.0,916.0,3.02,11.85,121.36
1707,0.26,13.0,8.0,71725.0,158.91,51.46,549.49
1708,0.24,10.0,8.0,295.0,5.86,10.19,123.65
1709,0.21,10.0,5.0,54.0,5.32,23.75,176.23
1710,0.11,15.0,7.0,5263.0,5.07,57.29,301.55
1711,0.64,6.0,5.0,148.0,4.29,12.71,191.09
1712,0.11,18.0,6.0,79769.0,91.87,57.85,623.86
1713,0.89,36.0,25.0,102707.0,105.91,49.88,5475.06
1714,0.91,11.0,8.0,1054.0,7.82,23.68,1177.01
1715,0.58,29.0,20.0,1210684.0,9703.37,35.42,627732.45
1716,0.66,30.0,13.0,433.0,3.29,23.31,508.83
1717,0.31,42.0,17.0,3628805.0,9308.65,61.24,70599.93
1718,0.45,4.0,4.0,5982.5,6.75,10.79,156.94
1719,0.47,20.0,7.0,649.0,6.69,13.2,216.36
1720,0.37,5.0,3.0,204.0,3.84,19.15,226.39
1721,0.27,33.0,17.0,12511.0,11.65,44.63,415.92
1722,0.43,12.0,6.0,420.0,5.54,21.69,257.88
1723,0.15,22.0,7.0,687.0,5.38,17.88,189.97
1724,0.54,7.0,5.0,115395.0,7.4,14.17,280.82
1725,0.01,24.0,8.0,506206.0,330.3,62.54,716.13
1726,0.42,29.0,17.0,1612572.0,3635.58,83.87,9613.39
1727,0.71,38.0,12.0,73978.0,627.32,27.15,20352.09
1728,0.38,12.0,6.0,45723.0,160.25,98.81,1183.37
1729,0.28,20.0,8.0,67268.0,376.7,99.29,1238.03
1730,0.98,18.0,9.0,2201.0,5.26,16.56,895.17
1731,0.45,26.0,9.0,1129.0,3.33,20.39,352.44
1732,0.89,20.0,6.0,1136.0,5.19,13.91,621.41
1733,0.39,36.0,10.0,1596.0,3.72,17.09,253.87
1734,0.89,29.0,9.0,373961.0,1282.84,36.11,4403.08
1735,0.29,10.0,4.0,6711.0,29.8,95.45,632.27
1736,0.29,46.0,14.0,1173.0,4.07,12.34,169.31
1737,0.27,29.0,6.0,2193.0,7.01,21.92,210.36
1738,0.21,27.0,13.0,41192.0,74.91,96.95,1155.78
1739,0.42,10.0,4.0,79.0,3.64,16.57,190.06
1740,0.37,10.0,4.0,657.0,6.86,12.16,188.24
1741,0.8,22.0,6.0,76992.0,613.8,77.21,19111.03
1742,0.03,35.0,20.0,3232.0,13.46,13.49,146.25
1743,0.25,16.0,6.0,532.0,4.57,20.42,189.6
1744,0.34,37.0,10.0,2924.0,6.8,22.98,333.01
1745,0.83,13.0,8.0,1160.0,6.34,10.69,450.46
1746,0.36,3.0,2.0,32.0,6.13,11.74,156.78
1747,0.0,38.0,9.0,2169.0,5.31,20.45,198.9
1748,0.16,4.0,3.0,370.0,3.02,11.92,183.01
1749,0.64,16.0,6.0,22767.0,47.3,50.89,951.44
1750,0.88,26.0,10.0,237.0,6.13,11.51,639.14
1751,0.94,23.0,9.0,904.0,5.07,17.85,849.23
1752,0.12,31.0,12.0,682450.0,621.03,78.97,2728.49
1753,0.64,20.0,12.0,1485.0,10.15,16.85,339.42
1754,0.7,10.0,4.0,10608.0,66.19,40.13,1430.3
1755,0.39,11.0,8.0,320.0,6.65,16.93,252.25
1756,0.24,43.0,8.0,456964.0,804.58,25.23,3638.97
1757,0.84,25.0,10.0,1071.0,11.48,22.39,725.3
1758,0.45,36.0,8.0,4849709.0,9212.61,33.14,189813.09
1759,0.1,11.0,7.0,291.0,6.7,12.48,105.77
1760,0.28,4.0,4.0,40.0,5.27,22.62,176.66
1761,0.37,29.0,15.0,23679.0,9.34,96.52,954.13
1762,0.89,36.0,14.0,948.0,4.75,19.0,786.54
1763,0.09,6.0,5.0,7399.0,5.35,57.8,390.78
1764,0.76,21.0,7.0,4604.0,8.66,23.89,939.29
1765,0.88,12.0,7.0,3664.0,21.51,16.95,399.47
1766,0.09,10.0,4.0,59.0,5.3,15.74,123.68
1767,0.45,10.0,5.0,22100.0,75.16,25.81,1206.57
1768,0.36,54.0,14.0,19089.0,34.11,55.08,769.26
1769,0.8,14.0,7.0,33889.0,118.27,66.28,1309.78
1770,0.25,12.0,8.0,414.0,4.04,18.8,167.4
1771,0.55,9.0,5.0,9022.0,29.47,66.33,740.14
1772,0.36,32.0,13.0,4405.0,19.89,16.25,430.0
1773,0.33,13.0,8.0,21147.0,65.71,27.74,637.47
1774,0.57,25.0,16.0,44696.0,49.48,25.05,772.6
1775,0.63,48.0,16.0,664.0,15.51,71.25,1691.43
1776,0.99,4.0,3.0,49.0,5.95,24.24,476.41
1777,0.05,47.0,8.0,4153015.0,3569.27,58.73,9587.51
1778,0.53,16.0,7.0,203.0,4.37,18.47,267.55
1779,0.45,20.0,8.0,214259.0,390.36,53.59,913.07
1780,0.53,12.0,6.0,321.0,6.91,11.58,233.39
1781,0.69,7.0,5.0,219.0,6.24,11.89,362.44
1782,0.46,12.0,6.0,529.0,6.25,11.41,302.4
1783,0.34,15.0,7.0,5982.5,14.97,13.28,233.92
1784,0.01,20.0,3.0,505.0,4.28,12.03,144.15
1785,0.19,16.0,6.0,251.0,3.26,22.55,164.44
1786,0.4,26.0,17.0,5941.0,4.03,77.32,799.22
1787,0.54,40.0,17.0,87060.0,368.3,29.75,2498.31
1788,0.56,20.0,7.0,673.0,4.27,15.01,264.13
1789,0.17,13.0,7.0,285.0,6.96,17.34,192.38
1790,0.0,20.0,11.0,435856.0,881.93,26.69,2672.25
1791,0.61,8.0,5.0,677.0,5.18,20.68,276.96
1792,0.58,29.0,8.0,3048.0,10.55,14.48,374.81
1793,0.16,20.0,16.0,938854.0,3816.71,81.25,12329.01
1794,0.73,10.0,4.0,106.0,4.71,16.46,242.33
1795,0.39,38.0,22.0,1004.0,5.57,22.88,316.45
1796,0.45,15.0,6.0,44766.0,157.19,69.88,1014.62
1797,0.45,26.0,8.0,13330.0,48.22,79.12,1392.34
1798,0.45,21.0,8.0,177.0,4.05,24.09,180.93
1799,0.9,33.0,8.0,1234634.0,8088.05,63.38,2006562.84
1800,0.45,35.0,10.0,411694.0,1288.15,96.08,2038.3
1801,0.36,32.0,11.0,1972298.0,4331.51,25.04,20453.61
1802,0.84,21.0,7.0,505.0,4.96,17.24,592.04
1803,0.75,11.0,7.0,319.0,3.1,16.54,374.19
1804,0.48,20.0,12.0,872.0,3.09,19.01,366.67
1805,0.5,26.0,7.0,6831.0,11.16,77.01,971.27
1806,0.38,17.0,6.0,278.0,3.59,13.45,156.75
1807,0.98,17.0,7.0,343.0,6.81,10.13,587.66
1808,0.22,34.0,8.0,1371.0,4.94,11.05,204.91
1809,0.62,29.0,9.0,583676.0,383.13,48.71,7669.75
1810,0.51,15.0,7.0,221082.0,331.42,80.37,2585.61
1811,0.18,29.0,10.0,440660.0,1190.13,39.71,1641.47
1812,0.45,9.0,4.0,221082.0,76.13,92.16,2317.46
1813,0.45,11.0,8.0,115395.0,41.56,91.41,631.67
1814,0.57,6.0,4.0,742.0,6.65,16.0,317.8
1815,0.88,6.0,5.0,3232.0,11.62,12.9,322.88
1816,0.23,20.0,8.0,3639.0,13.8,24.07,247.31
1817,0.14,30.0,8.0,3232.0,4.47,13.92,183.34
1818,0.76,31.0,19.0,39961.0,173.74,80.04,3029.56
1819,0.05,14.0,8.0,2119.0,6.94,17.43,178.3
1820,0.44,23.0,7.0,179.0,4.37,24.29,258.27
1821,0.45,17.0,16.0,964.0,5.52,20.35,302.39
1822,0.32,26.0,11.0,9830.0,10.45,31.76,334.36
1823,0.13,29.0,12.0,52314.0,149.72,63.45,915.8
1824,0.29,28.0,11.0,1082957.0,4029.79,54.61,11159.53
1825,0.58,30.0,7.0,12637.0,19.61,25.7,458.82
1826,0.36,9.0,4.0,354.0,4.48,22.27,230.31
1827,0.38,5.0,3.0,410.0,4.78,24.21,255.73
1828,0.29,25.0,7.0,10292.0,54.75,75.41,849.28
1829,0.47,20.0,6.0,270.0,6.65,14.65,199.88
1830,0.12,21.0,12.0,372.0,3.41,14.53,128.87
1831,0.47,32.0,7.0,287.0,4.18,13.75,239.24
1832,0.88,53.0,8.0,35948.0,147.18,95.63,10243.31
1833,0.17,36.0,11.0,55561.0,226.71,79.41,1461.27
1834,0.37,18.0,8.0,555032.0,1585.6,75.79,3564.53
1835,0.47,32.0,9.0,458.0,5.34,16.62,221.45
1836,0.06,31.0,11.0,349796.0,1003.69,45.79,1574.98
1837,0.03,3.0,2.0,94.0,5.01,17.01,168.14
1838,0.88,9.0,5.0,7237.0,35.37,63.87,1280.89
1839,0.81,10.0,8.0,225.0,4.43,21.2,403.92
1840,0.21,21.0,11.0,16455.0,31.44,77.94,651.78
1841,0.52,47.0,23.0,283304.0,891.66,53.27,35577.03
1842,0.19,11.0,8.0,450.0,6.93,23.66,269.41
1843,0.68,34.0,8.0,11094.0,29.44,25.18,1504.31
1844,0.42,35.0,8.0,36150.0,20.28,62.46,1233.7
1845,0.46,17.0,10.0,153330.0,548.33,75.24,3129.89
1846,0.58,37.0,15.0,115674.0,354.45,67.11,3825.66
1847,0.51,35.0,16.0,80780.0,247.51,32.58,1137.53
1848,0.45,23.0,8.0,2889895.0,6374.48,89.63,238350.95
1849,0.24,46.0,20.0,1924.0,6.25,10.84,207.71
1850,0.49,12.0,7.0,31612.0,25.72,47.35,680.85
1851,0.18,17.0,10.0,768.0,4.3,24.85,188.94
1852,0.41,7.0,5.0,4647.0,13.86,15.9,312.91
1853,0.16,29.0,12.0,20525.0,31.51,91.05,555.7
1854,0.42,25.0,11.0,1377.0,5.54,20.12,247.43
1855,0.29,18.0,12.0,10983.0,19.57,33.11,419.14
1856,0.19,17.0,9.0,58581.0,18.79,81.03,592.24
1857,0.84,5.0,4.0,3232.0,4.47,11.29,254.38
1858,0.57,10.0,5.0,314.0,3.57,21.14,256.55
1859,0.31,5.0,5.0,29.0,4.11,16.01,141.43
1860,0.45,47.0,32.0,47544217.0,230578.77,72.83,2829193.76
1861,0.77,6.0,5.0,409.0,4.56,21.52,327.91
1862,0.72,30.0,8.0,16417.0,85.12,72.57,6457.41
1863,0.71,6.0,4.0,3232.0,5.84,22.09,290.51
1864,0.48,20.0,32.0,36339.0,17.92,99.19,1810.51
1865,0.41,31.0,15.0,6532.0,5.56,82.17,1151.3
1866,0.44,34.0,8.0,812.0,3.87,19.54,279.66
1867,0.69,19.0,7.0,230.0,6.83,23.71,395.6
1868,0.31,7.0,5.0,8066.0,4.89,22.94,190.04
1869,0.74,20.0,14.0,902.0,6.35,23.74,728.52
1870,0.86,20.0,12.0,397.0,5.1,19.91,647.1
1871,0.36,23.0,9.0,495810.0,434.38,84.02,4308.09
1872,0.45,19.0,8.0,289823.0,2449.93,33.5,6609.54
1873,0.53,23.0,10.0,15608.0,45.75,78.35,1153.79
1874,0.45,15.0,6.0,2016.0,5.15,14.69,138.51
1875,0.29,3.0,2.0,13.0,5.99,21.75,191.9
1876,0.24,7.0,4.0,3816.0,11.32,19.28,260.38
1877,0.33,24.0,16.0,28999.0,24.88,70.83,685.15
1878,0.8,35.0,10.0,822.0,6.84,24.37,992.49
1879,0.45,5.0,5.0,3232.0,6.66,12.89,545.6
1880,0.49,7.0,5.0,186.0,4.73,17.08,234.98
1881,0.45,44.0,26.0,17390.0,75.27,57.68,6650.68
1882,0.1,16.0,7.0,409.0,3.96,13.25,117.36
1883,0.1,20.0,22.0,12474924.0,4810.59,96.07,32203.39
1884,0.56,27.0,13.0,434034.0,1466.26,68.94,3631.9
1885,0.01,12.0,7.0,1996.0,3.19,19.54,156.19
1886,0.62,13.0,8.0,3071.0,3.53,13.54,219.7
1887,0.45,24.0,11.0,442.0,6.56,10.11,229.42
1888,0.06,9.0,5.0,310.0,6.74,21.89,170.19
1889,0.82,15.0,8.0,98.0,4.02,24.83,523.55
1890,0.82,16.0,6.0,440.0,6.93,20.35,618.26
1891,0.06,12.0,6.0,656.0,3.67,17.22,144.45
1892,0.45,39.0,18.0,4143181.0,42748.31,47.63,335550.72
1893,0.6,22.0,11.0,2999.0,7.66,19.49,599.03
1894,0.62,34.0,13.0,1977.0,13.06,23.72,534.16
1895,0.39,25.0,14.0,492.0,5.72,22.45,258.98
1896,0.67,21.0,6.0,3781.0,16.14,18.72,457.84
1897,0.56,40.0,18.0,10740646.0,6544.28,90.61,85189.9
1898,0.45,42.0,21.0,2618.0,6.82,24.65,148.52
1899,0.83,36.0,8.0,2330.0,10.74,21.99,945.22
1900,0.28,20.0,9.0,251.0,3.7,11.46,136.16
1901,0.01,18.0,10.0,8441.0,13.99,86.97,438.28
1902,0.5,9.0,4.0,664.0,5.71,15.01,171.26
1903,0.83,34.0,10.0,838953.0,2272.88,49.91,19061.24
1904,0.37,28.0,9.0,615929.0,3796.01,49.03,19250.92
1905,0.8,9.0,4.0,785.0,3.67,24.03,315.07
1906,0.63,29.0,8.0,2002.0,12.36,23.37,413.63
1907,0.49,26.0,8.0,4796.0,20.9,19.02,285.32
1908,0.91,34.0,11.0,2261.0,8.31,20.13,2285.93
1909,1.0,42.0,22.0,76361.0,812.34,90.88,201088.04
1910,0.57,34.0,8.0,2993.0,11.6,24.82,496.25
1911,0.77,16.0,6.0,1833.0,12.63,18.56,437.75
1912,0.53,9.0,4.0,4036.0,10.56,14.63,267.56
1913,0.84,15.0,6.0,361.0,6.61,17.16,513.68
1914,0.07,22.0,10.0,608417.0,1928.03,48.86,1603.12
1915,0.35,12.0,6.0,84.0,5.82,12.07,182.42
1916,0.37,17.0,11.0,1737.0,3.15,16.4,289.07
1917,0.45,29.0,7.0,303.0,4.54,11.04,175.46
1918,0.55,8.0,5.0,65.0,6.6,14.63,202.39
1919,0.26,20.0,8.0,3961.0,15.49,23.21,212.9
1920,0.05,20.0,8.0,565.0,6.67,18.66,158.24
1921,0.55,5.0,8.0,10.0,3.44,24.81,201.68
1922,0.45,18.0,7.0,355.0,6.54,22.78,163.13
1923,0.71,28.0,8.0,583413.0,4950.36,76.89,34229.91
1924,0.13,23.0,13.0,1648.0,3.44,19.28,158.12
1925,0.22,24.0,20.0,3300030.0,4014.89,30.4,15319.75
1926,0.16,24.0,11.0,3525.0,8.35,17.76,168.86
1927,0.2,28.0,6.0,1347.0,3.24,10.22,196.71
1928,0.57,32.0,15.0,8542.0,28.16,88.68,1604.67
1929,0.2,38.0,8.0,251.0,6.35,22.16,182.85
1930,0.92,13.0,6.0,130.0,3.58,23.68,534.12
1931,0.01,9.0,5.0,54.0,3.75,24.44,133.76
1932,0.45,13.0,6.0,569.0,3.37,17.46,141.02
1933,0.45,5.0,3.0,17.0,4.02,11.33,103.88
1934,0.54,20.0,13.0,5982.5,45.95,38.07,961.87
1935,0.29,28.0,11.0,16315.0,18.13,53.75,575.54
1936,0.71,47.0,13.0,1030.0,3.34,24.92,731.9
1937,0.25,16.0,6.0,275.0,6.6,23.27,219.92
1938,0.21,28.0,20.0,1026.0,4.92,16.36,168.7
1939,0.45,9.0,4.0,2952.0,15.32,14.43,222.91
1940,0.1,19.0,6.0,146.0,6.27,10.87,129.93
1941,0.72,20.0,13.0,25485.0,143.73,79.18,2261.35
1942,0.45,15.0,8.0,136.0,5.64,19.84,550.26
1943,0.55,35.0,8.0,207581.0,188.01,63.08,1865.02
1944,0.39,34.0,13.0,1105.0,5.96,18.12,240.23
1945,0.45,18.0,11.0,1208.0,6.06,23.75,388.44
1946,0.38,20.0,6.0,3232.0,19.42,98.93,845.48
1947,0.63,20.0,12.0,417.0,4.91,20.8,462.85
1948,0.41,18.0,6.0,137.0,5.38,11.32,160.99
1949,0.55,15.0,6.0,4556.0,6.65,21.17,406.02
1950,0.09,12.0,7.0,439.0,5.61,15.71,169.7
1951,0.85,30.0,8.0,210920.0,1983.56,30.66,3517.12
1952,0.45,20.0,6.0,1921.0,4.16,14.96,162.59
1953,0.79,17.0,6.0,162.0,3.37,16.76,294.4
1954,0.02,20.0,24.0,28901.0,58.53,79.72,548.05
1955,0.12,10.0,5.0,339.0,3.51,18.02,181.39
1956,0.22,6.0,4.0,100.0,4.29,10.65,115.22
1957,0.6,19.0,6.0,65232.0,115.45,73.48,1901.14
1958,0.45,41.0,18.0,37554.0,194.61,75.62,2097.19
1959,0.44,33.0,10.0,18473.0,25.17,56.8,634.67
1960,0.75,29.0,13.0,1068371.0,3172.3,51.02,23329.21
1961,0.54,39.0,25.0,5872689.0,24475.27,28.09,252450.21
1962,0.11,5.0,4.0,173.0,6.38,16.87,155.55
1963,0.55,18.0,10.0,646.0,6.64,11.5,217.73
1964,0.46,26.0,8.0,10899.0,47.99,31.39,647.12
1965,0.58,26.0,6.0,87529.0,229.97,25.57,1062.0
1966,0.7,32.0,22.0,105447.0,108.71,83.23,2590.35
1967,0.8,30.0,7.0,12379.0,42.41,68.2,2164.53
